Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3857","LBJ_3011","VBILepBor13265_3857","PATRIC.355277.4.NC_008510.CDS.3567976.3568824.rev","PATRIC","CDS",3567976,3568824,849,"-","FIG01437147","PLF_171_00002004","PGF_08225224","YP_802157.1",282,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3858","LBJ_3012","VBILepBor13265_3858","PATRIC.355277.4.NC_008510.CDS.3568810.3569442.fwd","PATRIC","CDS",3568810,3569442,633,"+","FIG00021845","PLF_171_00001932","PGF_08843714","YP_802158.1",210,,"Septum formation protein Maf",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3859","LBJ_3013","VBILepBor13265_3859","PATRIC.355277.4.NC_008510.CDS.3569531.3570625.fwd","PATRIC","CDS",3569531,3570625,1095,"+","FIG01306568","PLF_171_00000006","PGF_01000105","YP_802159.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3861","LBJ_3015","VBILepBor13265_3861","PATRIC.355277.4.NC_008510.CDS.3571333.3572787.rev","PATRIC","CDS",3571333,3572787,1455,"-","FIG01308192","PLF_171_00000418","PGF_00376060","YP_802160.1",484,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3862","LBJ_3016","VBILepBor13265_3862","PATRIC.355277.4.NC_008510.CDS.3572942.3573670.fwd","PATRIC","CDS",3572942,3573670,729,"+","FIG00766150","PLF_171_00002458","PGF_00342403","YP_802161.1",242,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3863","LBJ_3017","VBILepBor13265_3863","PATRIC.355277.4.NC_008510.CDS.3574225.3574815.rev","PATRIC","CDS",3574225,3574815,591,"-","FIG00956612","PLF_171_00003879","PGF_00186934","YP_802162.1",196,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.367","LBJ_0295","VBILepBor13265_0367","PATRIC.355277.4.NC_008510.CDS.358798.359595.rev","PATRIC","CDS",358798,359595,798,"-","FIG01351267","PLF_171_00007792","PGF_02137378","YP_799781.1",265,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.368","LBJ_0296","VBILepBor13265_0368","PATRIC.355277.4.NC_008510.CDS.360346.362211.rev","PATRIC","CDS",360346,362211,1866,"-","FIG00000422","PLF_171_00005037","PGF_02030844","YP_799782.1",621,"recQ-1","ATP-dependent DNA helicase RecQ","GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0005622|intracellular;GO:0008026|ATP-dependent helicase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.369","LBJ_0297","VBILepBor13265_0369","PATRIC.355277.4.NC_008510.CDS.362394.364352.rev","PATRIC","CDS",362394,364352,1959,"-","FIG00453665","PLF_171_00000876","PGF_08137752","YP_799783.1",652,,"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61) / FAD-dependent cmnm(5)s(2)U34 oxidoreductase","GO:0004808|tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.370","LBJ_0298","VBILepBor13265_0370","PATRIC.355277.4.NC_008510.CDS.364352.365338.rev","PATRIC","CDS",364352,365338,987,"-","FIG00765540","PLF_171_00002421","PGF_00327576","YP_799784.1",328,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.371","LBJ_0299","VBILepBor13265_0371","PATRIC.355277.4.NC_008510.CDS.365479.366498.fwd","PATRIC","CDS",365479,366498,1020,"+","FIG00444746","PLF_171_00001387","PGF_06946342","YP_799785.1",339,,"tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.373","LBJ_0302","VBILepBor13265_0373","PATRIC.355277.4.NC_008510.CDS.371109.374435.rev","PATRIC","CDS",371109,374435,3327,"-","FIG00016514","PLF_171_00000436","PGF_00414310","YP_799787.1",1108,,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.374","LBJ_0303","VBILepBor13265_0374","PATRIC.355277.4.NC_008510.CDS.374446.375651.rev","PATRIC","CDS",374446,375651,1206,"-","FIG01201758","PLF_171_00002621","PGF_06705980","YP_799788.1",401,"prrC","Anticodon nuclease",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.377","LBJ_0305","VBILepBor13265_0377","PATRIC.355277.4.NC_008510.CDS.376817.378358.rev","PATRIC","CDS",376817,378358,1542,"-","FIG00000477","PLF_171_00002449","PGF_03084064","YP_799789.1",513,"hsdM","Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.39","LBJ_0029","VBILepBor13265_0039","PATRIC.355277.4.NC_008510.CDS.37836.38711.rev","PATRIC","CDS",37836,38711,876,"-","FIG00021843","PLF_171_00002405","PGF_03475877","YP_799542.1",291,,"Chromosome (plasmid) partitioning protein ParB",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.378","LBJ_0306","VBILepBor13265_0378","PATRIC.355277.4.NC_008510.CDS.379172.380266.rev","PATRIC","CDS",379172,380266,1095,"-","FIG01306568","PLF_171_00000006","PGF_01000105","YP_799790.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.380","LBJ_0307","VBILepBor13265_0380","PATRIC.355277.4.NC_008510.CDS.380754.385964.rev","PATRIC","CDS",380754,385964,5211,"-","FIG00017431","PLF_171_00000050","PGF_04607819","YP_799791.1",1736,,"Serine phosphatase RsbU, regulator of sigma subunit","GO:0004721|phosphoprotein phosphatase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.381","LBJ_0308","VBILepBor13265_0381","PATRIC.355277.4.NC_008510.CDS.386029.388095.rev","PATRIC","CDS",386029,388095,2067,"-","FIG00764095","PLF_171_00000790","PGF_00070392","YP_799792.1",688,,"cytoplasmic membrane protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.40","LBJ_0030","VBILepBor13265_0040","PATRIC.355277.4.NC_008510.CDS.38714.39475.rev","PATRIC","CDS",38714,39475,762,"-","FIG00006461","PLF_171_00002285","PGF_04370656","YP_799543.1",253,,"Chromosome (plasmid) partitioning protein ParA",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.382","LBJ_0309","VBILepBor13265_0382","PATRIC.355277.4.NC_008510.CDS.388237.389160.rev","PATRIC","CDS",388237,389160,924,"-","FIG00764961","PLF_171_00002011","PGF_00372713","YP_799793.1",307,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.383","LBJ_0310","VBILepBor13265_0383","PATRIC.355277.4.NC_008510.CDS.390091.391086.rev","PATRIC","CDS",390091,391086,996,"-","FIG00764474","PLF_171_00001686","PGF_00365042","YP_799794.1",331,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.384","LBJ_0311","VBILepBor13265_0384","PATRIC.355277.4.NC_008510.CDS.391196.392077.rev","PATRIC","CDS",391196,392077,882,"-","FIG00766978","PLF_171_00001529","PGF_00287892","YP_799795.1",293,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.385","LBJ_0312","VBILepBor13265_0385","PATRIC.355277.4.NC_008510.CDS.392227.393753.fwd","PATRIC","CDS",392227,393753,1527,"+","FIG00766220","PLF_171_00004526","PGF_00199774","YP_799796.1",508,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.41","LBJ_0031","VBILepBor13265_0041","PATRIC.355277.4.NC_008510.CDS.39453.40217.rev","PATRIC","CDS",39453,40217,765,"-","FIG00764729","PLF_171_00000409","PGF_00008838","YP_799544.1",254,"gidB","16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.389","LBJ_0314","VBILepBor13265_0389","PATRIC.355277.4.NC_008510.CDS.394873.395673.rev","PATRIC","CDS",394873,395673,801,"-","FIG00766533","PLF_171_00002099","PGF_00181980","YP_799797.1",266,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.391","LBJ_0315","VBILepBor13265_0391","PATRIC.355277.4.NC_008510.CDS.396387.397199.fwd","PATRIC","CDS",396387,397199,813,"+","FIG00764913","PLF_171_00001649","PGF_00417027","YP_799798.1",270,"ftsQ","Cell division protein FtsQ",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.392","LBJ_0316","VBILepBor13265_0392","PATRIC.355277.4.NC_008510.CDS.397201.398430.fwd","PATRIC","CDS",397201,398430,1230,"+","FIG00000385","PLF_171_00000717","PGF_00843497","YP_799799.1",409,"ftsA","Cell division protein FtsA",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.393","LBJ_0317","VBILepBor13265_0393","PATRIC.355277.4.NC_008510.CDS.398456.399661.fwd","PATRIC","CDS",398456,399661,1206,"+","FIG00000145","PLF_171_00000815","PGF_03520151","YP_799800.1",401,"ftsZ","Cell division protein FtsZ",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.394","LBJ_0318","VBILepBor13265_0394","PATRIC.355277.4.NC_008510.CDS.400005.400337.rev","PATRIC","CDS",400005,400337,333,"-","FIG00764010","PLF_171_00002211","PGF_00202831","YP_799801.1",110,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.395","LBJ_0319","VBILepBor13265_0395","PATRIC.355277.4.NC_008510.CDS.400366.401433.rev","PATRIC","CDS",400366,401433,1068,"-","FIG00765514","PLF_171_00001510","PGF_00018908","YP_799802.1",355,"lipL41","Major outer membrane protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.397","LBJ_0320","VBILepBor13265_0397","PATRIC.355277.4.NC_008510.CDS.401604.402113.fwd","PATRIC","CDS",401604,402113,510,"+","FIG00762966","PLF_171_00001703","PGF_00408185","YP_799803.1",169,,"putative lipoprotein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.398","LBJ_0321","VBILepBor13265_0398","PATRIC.355277.4.NC_008510.CDS.402098.403084.fwd","PATRIC","CDS",402098,403084,987,"+","FIG00000463","PLF_171_00000826","PGF_02278006","YP_799804.1",328,"nadA","Quinolinate synthetase (EC 2.5.1.72)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.402","LBJ_0323","VBILepBor13265_0402","PATRIC.355277.4.NC_008510.CDS.404935.405420.fwd","PATRIC","CDS",404935,405420,486,"+","FIG00084105","PLF_171_00001437","PGF_06626131","YP_799805.1",161,"ispF","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)","GO:0008685|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.403","LBJ_0324","VBILepBor13265_0403","PATRIC.355277.4.NC_008510.CDS.405489.405602.rev","PATRIC","CDS",405489,405602,114,"-",,"PLF_171_00016680","PGF_08225224","YP_799806.1",37,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.405","LBJ_0326","VBILepBor13265_0405","PATRIC.355277.4.NC_008510.CDS.406620.407663.rev","PATRIC","CDS",406620,407663,1044,"-","FIG01443969","PLF_171_00005504","PGF_00187611","YP_799807.1",347,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.406","LBJ_0327","VBILepBor13265_0406","PATRIC.355277.4.NC_008510.CDS.407883.408332.rev","PATRIC","CDS",407883,408332,450,"-","FIG00122145","PLF_171_00001516","PGF_01366266","YP_799808.1",149,,"Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)","GO:0008999|ribosomal-protein-alanine N-acetyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.407","LBJ_0328","VBILepBor13265_0407","PATRIC.355277.4.NC_008510.CDS.408472.408819.fwd","PATRIC","CDS",408472,408819,348,"+","FIG00763937","PLF_171_00002475","PGF_00313734","YP_799809.1",115,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.408","LBJ_0329","VBILepBor13265_0408","PATRIC.355277.4.NC_008510.CDS.408963.409991.fwd","PATRIC","CDS",408963,409991,1029,"+","FIG00731883","PLF_171_00000590","PGF_00408290","YP_799810.1",342,,"putative lipoprotein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.409","LBJ_0330","VBILepBor13265_0409","PATRIC.355277.4.NC_008510.CDS.409988.410971.fwd","PATRIC","CDS",409988,410971,984,"+","FIG00767697","PLF_171_00001550","PGF_09432500","YP_799811.1",327,"dprA","Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.410","LBJ_0331","VBILepBor13265_0410","PATRIC.355277.4.NC_008510.CDS.410928.412439.fwd","PATRIC","CDS",410928,412439,1512,"+","FIG01391588","PLF_171_00049597","PGF_02135828","YP_799812.1",503,,"Vitamin K-dependent gamma-carboxylase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.411","LBJ_0332","VBILepBor13265_0411","PATRIC.355277.4.NC_008510.CDS.412539.413312.rev","PATRIC","CDS",412539,413312,774,"-","FIG00763333","PLF_171_00002056","PGF_00263779","YP_799813.1",257,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.413","LBJ_0333","VBILepBor13265_0413","PATRIC.355277.4.NC_008510.CDS.413751.414851.fwd","PATRIC","CDS",413751,414851,1101,"+","FIG00543846","PLF_171_00001218","PGF_00008992","YP_799814.1",366,,"Glycosyl transferase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.414","LBJ_0334","VBILepBor13265_0414","PATRIC.355277.4.NC_008510.CDS.414856.415080.fwd","PATRIC","CDS",414856,415080,225,"+","FIG00125327","PLF_171_00001655","PGF_01170345","YP_799815.1",74,"flbD","Flagellar protein FlbD",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.415","LBJ_0335","VBILepBor13265_0415","PATRIC.355277.4.NC_008510.CDS.415087.415869.fwd","PATRIC","CDS",415087,415869,783,"+","FIG00000438","PLF_171_00001024","PGF_04321257","YP_799816.1",260,"motA-1","Flagellar motor rotation protein MotA",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.416","LBJ_0336","VBILepBor13265_0416","PATRIC.355277.4.NC_008510.CDS.415981.416712.fwd","PATRIC","CDS",415981,416712,732,"+","FIG00025360","PLF_171_00001304","PGF_01899924","YP_799817.1",243,"motB","Flagellar motor rotation protein MotB",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.417","LBJ_0337","VBILepBor13265_0417","PATRIC.355277.4.NC_008510.CDS.416754.417278.fwd","PATRIC","CDS",416754,417278,525,"+","FIG00057432","PLF_171_00000308","PGF_00005320","YP_799818.1",174,"fliL","Flagellar basal body-associated protein FliL",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.418","LBJ_0338","VBILepBor13265_0418","PATRIC.355277.4.NC_008510.CDS.417278.418018.fwd","PATRIC","CDS",417278,418018,741,"+","FIG00000603","PLF_171_00001438","PGF_00418128","YP_799819.1",246,"kdsB-1","3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)","GO:0008690|3-deoxy-manno-octulosonate cytidylyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.419","LBJ_0339","VBILepBor13265_0419","PATRIC.355277.4.NC_008510.CDS.418547.418885.rev","PATRIC","CDS",418547,418885,339,"-","FIG00766397","PLF_171_00001340","PGF_00057575","YP_799820.1",112,,"Anti-sigma-factor antagonist",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.421","LBJ_0340","VBILepBor13265_0421","PATRIC.355277.4.NC_008510.CDS.419242.419655.rev","PATRIC","CDS",419242,419655,414,"-","FIG00764021","PLF_171_00002027","PGF_00408408","YP_799821.1",137,,"putative lipoprotein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.422","LBJ_0341","VBILepBor13265_0422","PATRIC.355277.4.NC_008510.CDS.419766.420113.rev","PATRIC","CDS",419766,420113,348,"-","FIG00768328","PLF_171_00001692","PGF_00121522","YP_799822.1",115,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.426","LBJ_0342","VBILepBor13265_0426","PATRIC.355277.4.NC_008510.CDS.421687.422625.rev","PATRIC","CDS",421687,422625,939,"-","FIG01670333","PLF_171_00001892","PGF_06616064","YP_799823.1",312,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.429","LBJ_0344","VBILepBor13265_0429","PATRIC.355277.4.NC_008510.CDS.423959.424516.rev","PATRIC","CDS",423959,424516,558,"-","FIG00762555","PLF_171_00000835","PGF_00213153","YP_799824.1",185,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.431","LBJ_0345","VBILepBor13265_0431","PATRIC.355277.4.NC_008510.CDS.425184.426041.fwd","PATRIC","CDS",425184,426041,858,"+","FIG00763261","PLF_171_00002118","PGF_00421815","YP_799825.1",285,"dnaC","DNA replication helicase loader DnaC/DnaI",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.43","LBJ_0033","VBILepBor13265_0043","PATRIC.355277.4.NC_008510.CDS.42572.43279.rev","PATRIC","CDS",42572,43279,708,"-","FIG00001170","PLF_171_00002075","PGF_00417483","YP_799545.1",235,"aroD","3-dehydroquinate dehydratase I (EC 4.2.1.10)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.432","LBJ_0346","VBILepBor13265_0432","PATRIC.355277.4.NC_008510.CDS.426038.426487.fwd","PATRIC","CDS",426038,426487,450,"+","FIG00000171","PLF_171_00002176","PGF_10123167","YP_799826.1",149,"folK","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)","GO:0003848|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.433","LBJ_0347","VBILepBor13265_0433","PATRIC.355277.4.NC_008510.CDS.426471.427268.fwd","PATRIC","CDS",426471,427268,798,"+","FIG00000364","PLF_171_00001544","PGF_00419915","YP_799827.1",265,"panB","3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)","GO:0003864|3-methyl-2-oxobutanoate hydroxymethyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.434","LBJ_0348","VBILepBor13265_0434","PATRIC.355277.4.NC_008510.CDS.427342.428484.fwd","PATRIC","CDS",427342,428484,1143,"+","FIG00002920","PLF_171_00001258","PGF_00070550","YP_799828.1",380,"aroF","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.435","LBJ_0349","VBILepBor13265_0435","PATRIC.355277.4.NC_008510.CDS.428861.429055.rev","PATRIC","CDS",428861,429055,195,"-","FIG00763325","PLF_171_00002145","PGF_08225224","YP_799829.1",64,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.436","LBJ_0350","VBILepBor13265_0436","PATRIC.355277.4.NC_008510.CDS.429052.429519.rev","PATRIC","CDS",429052,429519,468,"-","FIG00763325","PLF_171_00002145","PGF_08225224","YP_799830.1",155,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.437","LBJ_0351","VBILepBor13265_0437","PATRIC.355277.4.NC_008510.CDS.429745.430293.rev","PATRIC","CDS",429745,430293,549,"-","FIG00638284","PLF_171_00062147","PGF_02136106","YP_799831.1",182,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.438","LBJ_0352","VBILepBor13265_0438","PATRIC.355277.4.NC_008510.CDS.430365.430964.rev","PATRIC","CDS",430365,430964,600,"-","FIG00763573","PLF_171_00002594","PGF_07248091","YP_799832.1",199,,"Two-component transcriptional response regulator, NarL/FixJ family",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.44","LBJ_0034","VBILepBor13265_0044","PATRIC.355277.4.NC_008510.CDS.43283.44251.rev","PATRIC","CDS",43283,44251,969,"-","FIG00000743","PLF_171_00001094","PGF_00420903","YP_799546.1",322,,"D-arabinose-5-phosphate isomerase (EC 5.3.1.13)","GO:0019146|arabinose-5-phosphate isomerase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.443","LBJ_0354","VBILepBor13265_0443","PATRIC.355277.4.NC_008510.CDS.433231.433863.fwd","PATRIC","CDS",433231,433863,633,"+","FIG01495352","PLF_171_00000801","PGF_00406699","YP_799833.1",210,,"putative diguanylate phosphodiesterase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.5","LBJ_0004","VBILepBor13265_0005","PATRIC.355277.4.NC_008510.CDS.4335.5567.fwd","PATRIC","CDS",4335,5567,1233,"+","FIG00000441","PLF_171_00000598","PGF_12721324","YP_799521.1",410,"dnaA","Chromosomal replication initiator protein DnaA",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.448","LBJ_0356","VBILepBor13265_0448","PATRIC.355277.4.NC_008510.CDS.437876.438829.rev","PATRIC","CDS",437876,438829,954,"-","FIG01956272","PLF_171_00001122","PGF_00415391","YP_799834.1",317,,"23S rRNA (guanine(2069)-N(7))-methyltransferase (EC 2.1.1.264)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.450","LBJ_0357","VBILepBor13265_0450","PATRIC.355277.4.NC_008510.CDS.439022.439909.fwd","PATRIC","CDS",439022,439909,888,"+","FIG01417966","PLF_171_00002764","PGF_00051628","YP_799835.1",295,,"Short-chain dehydrogenase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.451","LBJ_0358","VBILepBor13265_0451","PATRIC.355277.4.NC_008510.CDS.440022.440969.rev","PATRIC","CDS",440022,440969,948,"-","FIG00769623","PLF_171_00001477","PGF_00096476","YP_799836.1",315,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.453","LBJ_0359","VBILepBor13265_0453","PATRIC.355277.4.NC_008510.CDS.441988.442422.rev","PATRIC","CDS",441988,442422,435,"-","FIG00766397","PLF_171_00002180","PGF_00057573","YP_799837.1",144,,"Anti-sigma-factor antagonist",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.45","LBJ_0035","VBILepBor13265_0045","PATRIC.355277.4.NC_008510.CDS.44235.44774.rev","PATRIC","CDS",44235,44774,540,"-","FIG00002609","PLF_171_00002359","PGF_10297044","YP_799547.1",179,,"Transcriptional activator RfaH",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.455","LBJ_0360","VBILepBor13265_0455","PATRIC.355277.4.NC_008510.CDS.443443.444138.rev","PATRIC","CDS",443443,444138,696,"-","FIG00763520","PLF_171_00001751","PGF_00324335","YP_799838.1",231,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.456","LBJ_0361","VBILepBor13265_0456","PATRIC.355277.4.NC_008510.CDS.444135.444932.rev","PATRIC","CDS",444135,444932,798,"-","FIG00763812","PLF_171_00001693","PGF_02110442","YP_799839.1",265,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.457","LBJ_0362","VBILepBor13265_0457","PATRIC.355277.4.NC_008510.CDS.444945.446030.rev","PATRIC","CDS",444945,446030,1086,"-","FIG00766842","PLF_171_00001117","PGF_00155274","YP_799840.1",361,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.459","LBJ_0364","VBILepBor13265_0459","PATRIC.355277.4.NC_008510.CDS.446670.447764.rev","PATRIC","CDS",446670,447764,1095,"-","FIG01306568","PLF_171_00000006","PGF_01000105","YP_799841.1",364,,"Mobile element protein",
