Systemic ID,Base mean DMC,Base mean IV,Fold Change,P-adjusted,Chromosome,Strand,Start,End,Gene Length,Gene Name,Product
LIC11089,5.73,4.25,1.35,1,1,-,1344935,1345882,315,-,hypothetical protein
LIC10784,5.72,6.04,0.95,1,1,-,952496,952834,112,-,"transposase, IS1501"
LIC11015,5.72,3.17,1.80,0.819525703,1,+,1239389,1239592,67,-,hypothetical protein
LIC10324,5.72,2.39,2.40,0.456038498,1,+,369133,369561,142,-,hypothetical protein
LIC11735,5.70,4.62,1.23,0.996692471,1,+,2113252,2114049,265,apbA,2-dehydropantoate 2-reductase
LIC10734,5.70,4.45,1.28,0.857824316,1,+,896198,896992,264,-,lipoprotein
LIC10177,5.69,34.16,0.17,4.11E-06,1,+,205214,205633,139,-,hypothetical protein
LIC10489,5.67,6.45,0.88,0.974886803,1,-,565967,566692,241,-,hypothetical protein
LIC13280,5.67,4.99,1.14,0.844358791,1,-,4021077,4021526,149,-,MaoC family protein
LIC11284,5.66,6.09,0.93,0.897017735,1,-,1584662,1585024,120,-,hypothetical protein
LIC12386,5.65,6.70,0.84,0.869687684,1,+,2890858,2891787,309,-,drug/metabolite exporter
LIC13242,5.65,6.73,0.84,1,1,+,3978293,3979063,256,-,response regulator
LIC12596,5.61,4.02,1.40,0.959432864,1,+,3146570,3147097,175,-,hypothetical protein
LIC11040,5.58,7.94,0.70,0.826940818,1,+,1279584,1280303,239,-,hemolysin
LIC12712,5.58,6.29,0.89,0.973816149,1,+,3298986,3299219,77,-,hypothetical protein
LIC12997,5.58,3.29,1.70,0.726790873,1,-,3643208,3643561,117,-,hypothetical protein
LIC10828,5.55,9.66,0.57,0.853627668,1,-,1005970,1007106,378,-,hypothetical protein
LIC11098,5.54,4.51,1.23,0.996725529,1,-,1353873,1355153,426,-,hypothetical protein
LIC11145,5.52,2.36,2.34,0.766582178,1,-,1412482,1413405,307,-,short chain dehydrogenase
LIC10992,5.52,8.61,0.64,0.746592223,1,+,1207223,1207795,190,kdpC,potassium-transporting ATPase subunit C
LIC13151,5.52,11.16,0.49,0.459271518,1,-,3864461,3864808,115,-,lipoprotein
LIC10118,5.50,6.10,0.90,0.897017735,1,-,137048,137869,273,thiD,phoshomethylpyrimidine kinase protein
LIC10785,5.50,0.99,5.55,0.214295025,1,-,952875,953138,87,-,"transposase, IS1501"
LIC12722,5.50,6.55,0.84,0.836965101,1,+,3312795,3313166,123,-,IS1533 transposase
LIC10688,5.49,14.75,0.37,0.214295025,1,+,833472,833894,140,-,hypothetical protein
LIC11333,5.49,3.58,1.53,0.664076637,1,+,1645307,1645531,74,-,hypothetical protein
LIC11953,5.49,8.97,0.61,0.844358791,1,-,2360418,2360612,64,-,hypothetical protein
LIC12589,5.47,8.73,0.63,0.700782792,1,+,3136774,3137352,192,-,hypothetical protein
LIC20072,5.47,7.83,0.70,0.785396286,2,+,78701,79240,179,-,hypothetical protein
LIC13199,5.46,0.79,6.92,0.054286492,1,+,3922370,3923020,216,-,hypothetical protein
LIC12831,5.46,7.61,0.72,1,1,+,3435735,3436682,315,-,SAM dependent methyltransferase
LIC11172,5.44,10.48,0.52,0.63377509,1,+,1440744,1441859,371,-,hypothetical protein
LIC12599,5.44,7.09,0.77,0.977157254,1,+,3150383,3151246,287,-,alpha/beta fold family hydrolase
LIC13203,5.43,5.02,1.08,0.874526251,1,-,3930589,3931035,148,-,hypothetical protein
LIC11129,5.43,8.28,0.66,0.714141011,1,-,1393186,1394139,317,-,GGDEF family protein
LIC11964,5.43,2.39,2.28,0.617430837,1,+,2368610,2368954,114,-,hypothetical protein
LIC13255,5.41,4.33,1.25,1,1,-,3993212,3993547,111,-,lipoprotein
LIC12549,5.40,2.59,2.09,0.592301249,1,-,3088355,3088430,76,tRNA-Phe-GAA,Phe tRNA
LIC13238,5.40,9.38,0.58,0.645820574,1,+,3974609,3975766,385,-,hypothetical protein
LIC11144,5.40,7.16,0.75,1,1,-,1411750,1412139,129,-,lipoprotein
LIC20181,5.38,3.00,1.79,0.746773558,2,-,228268,229953,561,-,GGDEF family protein
LIC11605,5.36,9.81,0.55,0.556345173,1,+,1966478,1966738,86,-,dihydrolipoamide acetyltransferase
LIC11143,5.36,8.48,0.63,0.614971701,1,+,1410203,1410793,196,-,metal dependent phosphohydrolase
LIC13014,5.34,2.99,1.79,0.848117213,1,-,3669253,3669510,85,-,hypothetical protein
LIC11910,5.29,9.12,0.58,0.706383573,1,+,2305758,2306660,300,-,polysaccharide deacetylase
LIC10126,5.27,5.83,0.90,0.97193278,1,-,151273,151926,217,-,hypothetical protein
LIC11396,5.27,9.79,0.54,0.53037871,1,-,1714747,1715667,306,-,hypothetical protein
LIC12394,5.27,2.73,1.93,0.700782792,1,-,2901353,2901541,62,-,hypothetical protein
LIC11168,5.25,3.67,1.43,0.515090893,1,+,1437284,1437712,142,-,hypothetical protein
LIC12023,5.25,2.97,1.77,0.714731205,1,-,2438676,2439680,334,-,hypothetical protein
LIC10651,5.24,11.59,0.45,0.475662067,1,+,795248,796225,325,-,hypothetical protein
LIC13430,5.24,5.48,0.96,1,1,+,4206766,4207656,296,-,hypothetical protein
LIC10395,5.22,7.77,0.67,0.728997884,1,-,451514,452125,203,-,TetR family transcriptional regulator
LIC13039,5.22,5.36,0.97,1,1,+,3711765,3712214,149,-,MarR family transcriptional regulator
LIC13104,5.20,6.96,0.75,0.87565391,1,-,3795772,3796926,384,galK,galactokinase
LIC13309,5.19,5.30,0.98,0.930367289,1,-,4057108,4057521,137,-,4-hydroxybenzoyl-CoA thioesterase
LIC10116,5.18,5.36,0.97,0.87565391,1,+,133299,133823,174,-,hypothetical protein
LIC10096,5.17,4.78,1.08,0.936615403,1,-,113577,114236,219,aat,leucyl/phenylalanyl-tRNA--protein transferase
LIC11907,5.15,1.06,4.87,0.180501614,1,+,2304416,2304501,86,tRNA-Leu-GAG,Leu tRNA
LIC11127,5.15,5.30,0.97,1,1,-,1391208,1392149,313,-,GGDEF family protein
LIC10544,5.14,5.71,0.90,0.946350301,1,+,665500,666870,456,-,outer membrane protein
LIC10963,5.13,0.76,6.72,0.158862272,1,-,1161319,1161693,124,-,hypothetical protein
LIC11254,5.13,8.00,0.64,0.832321781,1,-,1547869,1549134,421,-,lipoprotein
LIC10638,5.11,2.14,2.39,0.577097006,1,-,776975,777502,175,-,hypothetical protein
LIC12644,5.10,3.21,1.59,0.826718947,1,-,3202494,3203498,334,-,hypothetical protein
LIC10835,5.10,16.20,0.31,0.185479836,1,+,1014154,1015041,295,-,hypothetical protein
LIC12481,5.10,2.10,2.43,0.742422151,1,+,3005783,3006388,201,-,amino-acid acetyltransferase
LIC10036,5.06,9.38,0.54,0.517128082,1,+,44336,44848,170,-,hypothetical protein
LIC10616,5.06,4.92,1.03,0.997490807,1,+,754189,755172,327,-,DNA processing chain A
LIC13327,5.06,2.40,2.11,0.458403795,1,+,4082435,4082623,62,-,hypothetical protein
LIC11984,5.05,3.20,1.58,0.650813888,1,+,2390223,2390423,66,-,hypothetical protein
LIC10340,5.03,6.09,0.83,0.977157254,1,-,386773,387573,266,-,hypothetical protein
LIC13487,5.03,3.56,1.41,0.621830944,1,-,4262110,4262922,270,-,hypothetical protein
LIC11322,5.02,6.21,0.81,0.854255459,1,-,1632269,1632460,63,-,hypothetical protein
LIC13091,5.01,6.52,0.77,0.862480281,1,-,3782527,3782724,65,-,hypothetical protein
LIC11427,5.01,5.07,0.99,0.97193278,1,+,1753836,1755059,407,capB,capsule biosynthesis protein
LIC11387,4.99,6.24,0.80,0.939594161,1,-,1704590,1705183,197,-,hypothetical protein
LIC13459,4.99,6.99,0.71,0.846137378,1,-,4236084,4236416,110,-,hypothetical protein
LIC12626,4.97,5.61,0.89,0.888059268,1,-,3176681,3176881,66,-,hypothetical protein
LIC12664,4.96,5.13,0.97,1,1,+,3224948,3225175,75,-,hypothetical protein
LIC20070,4.96,3.50,1.42,0.73500712,2,+,76088,76579,163,-,hypothetical protein
LIC12214,4.95,4.05,1.22,0.960374702,1,-,2671711,2672304,197,-,cytochrome oxidase assembly factor
LIC10951,4.94,4.33,1.14,0.965256389,1,-,1147639,1147851,70,-,hypothetical protein
LIC11293,4.94,5.18,0.95,1,1,+,1596373,1596822,149,-,hypothetical protein
LIC11223,4.92,4.54,1.08,0.968061751,1,-,1511824,1513389,521,-,hypothetical protein
LIC12488,4.91,12.21,0.40,0.619131904,1,-,3014958,3015380,140,-,hypothetical protein
LIC10694,4.88,1.85,2.64,0.728997884,1,+,841248,841433,61,-,hypothetical protein
LIC10898,4.88,3.96,1.23,0.920240373,1,-,1082177,1083709,510,lipL48,hypothetical protein
LIC10693,4.86,3.44,1.41,0.991660653,1,-,840974,841258,94,-,hypothetical protein
LIC12617,4.86,8.31,0.58,0.617430837,1,-,3166560,3167276,238,ispD,4-diphosphocytidyl-2-methyl-D-erithritol synthase
LIC11033,4.84,1.35,3.57,0.336154365,1,+,1272711,1272899,62,-,hypothetical protein
LIC12608,4.84,26.82,0.18,0.000850294,1,-,3158370,3159188,272,-,hypothetical protein
LIC12332,4.83,10.49,0.46,0.684316706,1,-,2815497,2816579,360,-,hypothetical protein
LIC12378,4.81,1.78,2.70,0.621830944,1,+,2882151,2883014,287,ubiG,3-demethylubiquinone-9 3-O-methyltransferase
LIC20169,4.80,3.19,1.50,0.728997884,2,-,205175,205588,137,-,ExbD/TolR biopolymer transport protein
LIC10186,4.79,20.42,0.23,0.011719673,1,+,212990,213712,240,-,hypothetical protein
LIC12832,4.79,5.67,0.84,0.936615403,1,+,3436679,3437503,274,yjfH,rRNA methylase
LIC20117,4.78,2.87,1.67,0.700782792,2,+,140003,140650,215,-,hypothetical protein
LIC12216,4.77,4.61,1.04,0.959432864,1,-,2673668,2674048,126,-,hypothetical protein
LIC12045,4.74,4.10,1.16,0.960396781,1,-,2465274,2465525,83,-,hypothetical protein
LIC12230,4.73,7.82,0.60,0.888059268,1,-,2693159,2693806,215,-,hypothetical protein
LIC11997,4.72,7.12,0.66,0.81432456,1,-,2406451,2407299,282,-,hypothetical protein
LIC11640,4.70,6.40,0.73,0.854255459,1,-,2006124,2006384,86,-,hypothetical protein
LIC11104,4.69,4.58,1.02,0.93503305,1,-,1362607,1363278,223,-,aminopeptidase
LIC12212,4.69,8.65,0.54,0.762595398,1,+,2670397,2670744,115,-,hypothetical protein
LIC12953,4.69,6.15,0.76,1,1,-,3586241,3587002,253,-,dipeptide/oligopeptide ABC transporter permease
LIC13254,4.69,8.66,0.54,0.762595398,1,-,3992714,3993202,162,-,hypothetical protein
LIC12610,4.68,32.72,0.14,2.07E-06,1,-,3159541,3160152,203,-,hypothetical protein
LIC11338,4.67,5.01,0.93,1,1,-,1650635,1651045,136,-,hypothetical protein
LIC11665,4.67,5.86,0.80,0.97193278,1,-,2027972,2028526,184,-,hypothetical protein
LIC13177,4.65,3.00,1.55,0.89251306,1,+,3889551,3891122,523,-,exonuclease
LIC11360,4.65,10.88,0.43,0.462707455,1,-,1675783,1676421,212,-,lipoprotein
LIC12643,4.65,9.57,0.49,0.63377509,1,+,3201895,3202320,141,-,hypothetical protein
LIC10223,4.65,7.87,0.59,0.648199544,1,-,256512,256715,67,-,hypothetical protein
LIC20244,4.65,2.16,2.15,0.645820574,2,+,307468,308259,263,-,hypothetical protein
LIC11342,4.63,2.09,2.21,0.58679892,1,+,1654955,1655437,160,-,hypothetical protein
LIC13030,4.63,9.67,0.48,0.517128082,1,-,3693380,3693970,196,-,hypothetical protein
LIC10642,4.58,2.76,1.66,0.788732391,1,-,784668,785627,319,-,hypothetical protein
LIC10316,4.56,4.40,1.04,0.965541116,1,+,360160,360762,200,-,hypothetical protein
LIC12819,4.56,4.19,1.09,0.96559737,1,-,3422871,3423314,147,-,hypothetical protein
LIC10093,4.55,5.66,0.80,0.974886803,1,-,109973,110899,308,-,hypothetical protein
LIC10590,4.53,7.63,0.59,0.832321781,1,-,721185,722018,277,-,hypothetical protein
LIC11931,4.53,6.77,0.67,0.946952964,1,+,2334629,2334946,105,-,hypothetical protein
LIC13113,4.51,2.95,1.53,0.810170455,1,+,3808942,3809847,301,-,acyltransferase
LIC13098,4.49,2.14,2.10,0.704295306,1,+,3786783,3786861,79,tRNA-His-GTG,His tRNA
LIC11715,4.49,3.42,1.31,0.836965101,1,-,2086747,2087001,84,-,hypothetical protein
LIC13191,4.49,13.63,0.33,0.220839033,1,+,3905670,3907367,565,-,hypothetical protein
LIC12630,4.47,3.75,1.19,0.99464837,1,+,3181948,3182796,282,-,hypothetical protein
LIC10880,4.46,20.01,0.22,0.038947081,1,+,1063672,1064139,155,-,hypothetical protein
LIC11564,4.43,6.68,0.66,0.733970479,1,+,1925052,1925402,116,-,hypothetical protein
LIC10278,4.42,3.09,1.43,0.848117213,1,+,316875,317378,167,-,thioredoxin-like protein
LIC10303,4.42,0.52,8.57,0.104218327,1,+,344343,345584,413,-,hypothetical protein
LIC12069,4.42,4.45,0.99,1,1,-,2506373,2507968,531,mviN,hypothetical protein
LIC10881,4.40,2.12,2.07,0.822017048,1,+,1064898,1066571,557,-,"outer membrane protein, TonB dependent"
LIC12651,4.39,5.38,0.82,1,1,+,3215932,3216666,244,-,hypothetical protein
LIC11321,4.38,5.23,0.84,0.922789027,1,+,1631184,1631450,88,-,hypothetical protein
LIC10334,4.37,3.37,1.30,0.836965101,1,+,380519,380842,107,-,hypothetical protein
LIC12532,4.37,4.19,1.04,0.887866199,1,-,3069587,3069904,105,-,hypothetical protein
LIC10869,4.35,2.07,2.10,0.589645388,1,+,1048107,1048919,270,-,hypothetical protein
LIC11893,4.35,27.04,0.16,0.000489357,1,-,2290323,2291669,448,-,hypothetical protein
LIC12061,4.35,4.51,0.97,1,1,-,2496223,2496804,193,-,protein-glutamate methylesterase
LIC10025,4.34,4.61,0.94,0.959432864,1,+,32228,32785,185,-,hypothetical protein
LIC12052,4.34,4.52,0.96,0.959432864,1,+,2486324,2486788,154,-,hypothetical protein
LIC10407,4.32,4.15,1.04,0.880686555,1,-,464770,465624,284,-,hypothetical protein
LIC11349,4.32,2.70,1.60,0.653809755,1,-,1662904,1663194,96,-,hypothetical protein
LIC12567,4.32,0.78,5.51,0.108999279,1,+,3112300,3112377,78,tRNA-Glu-TTC,Glu tRNA
LIC12914,4.31,2.68,1.61,0.791454511,1,+,3539984,3540904,306,-,hypothetical protein
LIC11631,4.30,3.15,1.36,0.703071893,1,+,1997433,1998113,226,-,hypothetical protein
LIC13019,4.30,7.77,0.55,0.837615719,1,-,3678879,3679343,154,-,hypothetical protein
LIC12419,4.28,4.54,0.94,0.997490807,1,+,2933588,2935846,752,-,ankyrin
LIC20076,4.26,7.37,0.58,0.85164282,2,-,85904,86656,250,-,putative S-adenosyl methionine dependent methyltransferase like protein
LIC11771,4.24,6.37,0.67,0.864132758,1,-,2162548,2163057,169,-,hypothetical protein
LIC20233,4.23,5.59,0.76,0.971844456,2,-,296538,297032,164,-,cytoplasmic membrane protein
LIC11991,4.22,5.49,0.77,0.848117213,1,-,2400688,2401224,178,-,outer membrane protein
LIC12220,4.21,3.45,1.22,0.836965101,1,+,2678288,2679139,283,blaR1,beta-lactamase regulatory protein 1
LIC12299,4.17,1.90,2.20,0.731596393,1,+,2772974,2774050,358,-,hypothetical protein
LIC12424,4.17,2.88,1.45,0.942729818,1,+,2943864,2944343,159,-,hypothetical protein
LIC13008,4.17,7.57,0.55,0.56176024,1,-,3660678,3661076,132,-,hypothetical protein
LIC12004,4.17,9.88,0.42,0.502283216,1,-,2414539,2414769,76,-,hypothetical protein
LIC13087,4.17,18.99,0.22,0.02152705,1,+,3773916,3774977,353,-,histidine kinase sensor protein
LIC11881,4.15,2.91,1.43,0.848117213,1,-,2276977,2277723,248,-,hypothetical protein
LIC11969,4.15,2.68,1.55,0.793151601,1,+,2372686,2373153,155,-,hypothetical protein
LIC10935,4.12,11.87,0.35,0.327928442,1,-,1127064,1127687,207,devS,fruiting body developmental protein
LIC10111,4.10,1.05,3.90,0.34148676,1,-,129839,129925,87,tRNA-Leu-CAG,Leu tRNA
LIC20119,4.09,5.48,0.75,1,2,-,142054,142677,207,pgmA,phosphoglycerate mutase
LIC12770,4.08,4.24,0.96,0.996409467,1,-,3376748,3377347,199,nadD,nicotinate-nucleotide adenylyltransferase
LIC10501,4.05,2.79,1.45,0.894788811,1,+,588652,590184,510,-,lipoprotein
LIC13029,4.05,9.80,0.41,0.37567846,1,+,3691869,3692822,317,-,hypothetical protein
LIC12289,4.03,4.47,0.90,1,1,+,2760662,2761030,122,-,lipoprotein
LIC11519,4.03,4.42,0.91,0.996409467,1,-,1878764,1879102,112,-,lipoprotein
LIC10575,3.99,1.55,2.57,0.517128082,1,-,700823,701017,64,-,hypothetical protein
LIC12552,3.99,6.73,0.59,0.788889299,1,+,3091198,3091917,239,-,hypothetical protein
LIC12913,3.99,2.11,1.89,0.713157981,1,+,3538266,3539981,571,-,hypothetical protein
LIC11755,3.94,3.83,1.03,1,1,-,2145488,2148514,"1,008",-,hypothetical protein
LIC12614,3.94,32.07,0.12,1.59E-05,1,-,3162657,3163067,136,-,hypothetical protein
LIC13023,3.94,12.39,0.32,0.160558728,1,+,3685040,3686362,440,-,hypothetical protein
LIC12046,3.93,4.73,0.83,0.825815492,1,-,2465784,2466524,246,-,hypothetical protein
LIC11465,3.92,9.03,0.43,0.558023374,1,-,1807593,1808486,297,-,hypothetical protein
LIC11733,3.92,5.87,0.67,0.936615403,1,+,2112236,2113003,255,-,hypothetical protein
LIC13131,3.90,4.26,0.92,0.959432864,1,-,3835620,3836165,181,-,hypothetical protein
LIC11507,3.89,11.00,0.35,0.400999543,1,+,1859433,1860935,500,-,hypothetical protein
LIC12423,3.89,2.51,1.55,0.56833973,1,+,2942655,2943506,283,pilD,prepilin leader peptidase
LIC10605,3.87,3.96,0.98,1,1,+,740627,741025,132,-,hypothetical protein
LIC11161,3.87,5.26,0.74,0.967429268,1,+,1431985,1432797,270,-,phenazine biosynthesis-like protein
LIC12784,3.85,3.67,1.05,1,1,-,3389489,3389773,94,-,lipoprotein
LIC11131,3.85,7.05,0.55,0.846380331,1,-,1395227,1396186,319,-,GGDEF family protein
LIC11291,3.83,3.88,0.99,1,1,+,1593266,1594375,369,-,histidine kinase sensor protein
LIC10332,3.81,3.72,1.02,0.991660653,1,+,377576,378337,253,-,response regulator
LIC10200,3.80,3.12,1.22,0.813449227,1,-,228779,229828,349,-,glycosyltransferase
LIC11939,3.78,8.97,0.42,0.436923295,1,-,2348151,2348849,232,-,hypothetical protein
LIC12281,3.78,1.66,2.27,0.580624469,1,-,2752934,2753290,118,-,hypothetical protein
LIC12711,3.78,6.90,0.55,0.734680948,1,+,3298350,3298778,142,argA,N-acetylglutamate synthase/acetyltransferase
LIC10811,3.78,7.92,0.48,0.746773558,1,-,982058,982456,132,-,hypothetical protein
LIC11286,3.76,4.77,0.79,0.996409467,1,-,1586398,1586667,89,-,hypothetical protein
LIC11341,3.76,3.81,0.99,0.995133749,1,+,1654489,1654719,76,-,hypothetical protein
LIC13215,3.76,4.20,0.90,1,1,+,3944351,3945034,227,-,lipoprotein
LIC11185,3.75,10.30,0.36,0.420440824,1,+,1458232,1458942,236,-,hypothetical protein
LIC12062,3.73,7.73,0.48,0.775608226,1,-,2496827,2497651,274,-,chemotaxis protein
LIC10152,3.71,5.36,0.69,0.932562874,1,+,183950,184201,83,-,hypothetical protein
LIC12779,3.71,5.10,0.73,0.967765647,1,-,3383423,3383722,99,-,hypothetical protein
LIC12507,3.70,6.55,0.56,0.574233932,1,-,3036477,3036659,60,-,hypothetical protein
LIC13264,3.68,6.38,0.58,0.869930437,1,+,4002327,4002998,223,-,MutT nudix family protein
LIC20091,3.67,4.96,0.74,0.922789027,2,+,105080,105898,272,-,short-chain dehydrogenase
LIC13261,3.65,9.24,0.40,0.214295025,1,-,3997780,3998604,274,-,hypothetical protein
LIC13228,3.65,0.56,6.47,0.247030635,1,+,3961608,3961820,70,-,hypothetical protein
LIC10697,3.64,1.28,2.85,0.354015824,1,-,845862,846212,116,-,hypothetical protein
LIC12338,3.64,17.29,0.21,0.033143825,1,-,2824821,2825141,106,-,hypothetical protein
LIC12838,3.64,6.70,0.54,0.837615719,1,+,3442504,3443598,364,-,hypothetical protein
LIC11430,3.63,3.34,1.09,0.991349265,1,-,1756884,1757873,329,-,alpha/beta fold family hydrolase
LIC12331,3.63,7.17,0.51,0.614971701,1,-,2813956,2814801,281,-,hypothetical protein
LIC12359,3.63,3.88,0.93,1,1,+,2857824,2859146,440,-,hypothetical protein
LIC20162,3.62,4.39,0.83,0.996409467,2,+,196537,197109,190,-,hypothetical protein
LIC20221,3.62,4.94,0.73,0.922789027,2,+,282852,283580,242,-,hypothetical protein
LIC10505,3.60,2.51,1.44,0.728997884,1,+,601854,602831,325,-,nuclease-like protein
LIC12375,3.60,2.84,1.27,0.848117213,1,-,2879082,2879987,301,-,hypothetical protein
LIC11205,3.58,6.20,0.58,0.671499114,1,+,1484930,1485697,255,-,hypothetical protein
LIC11638,3.58,1.82,1.96,0.733970479,1,-,2004163,2004357,64,-,hypothetical protein
LIC10595,3.57,2.70,1.32,0.706383573,1,+,727898,728116,72,-,hypothetical protein
LIC13028,3.56,7.30,0.49,0.678676887,1,-,3690802,3691821,339,-,hypothetical protein
LIC12547,3.52,1.84,1.91,0.974886803,1,-,3087570,3088001,143,-,hypothetical protein
LIC10669,3.51,5.09,0.69,0.962623013,1,+,813922,814209,95,-,hypothetical protein
LIC11892,3.51,5.91,0.59,0.820544429,1,-,2289674,2290144,156,-,hypothetical protein
LIC10370,3.48,7.21,0.48,0.729729196,1,-,416322,416864,180,-,hypothetical protein
LIC10584,3.48,2.14,1.62,0.668162315,1,+,710535,710783,82,-,hypothetical protein
LIC13156,3.48,3.79,0.92,0.812233428,1,-,3868165,3868362,65,-,hypothetical protein
LIC11121,3.46,7.94,0.44,0.48384766,1,+,1383576,1384616,346,-,hypothetical protein
LIC12512,3.46,4.82,0.72,0.918016128,1,+,3040727,3041095,122,-,hypothetical protein
LIC12528,3.46,7.34,0.47,0.563022521,1,-,3064823,3065668,281,cysT,sulfate ABC transporter permease
LIC13278,3.45,5.72,0.60,0.562147754,1,-,4018901,4019257,118,-,hypothetical protein
LIC10540,3.44,5.51,0.62,0.728997884,1,-,659620,659940,106,-,hypothetical protein
LIC13188,3.44,2.36,1.46,0.982949342,1,-,3902915,3903130,71,-,hypothetical protein
LIC11734,3.44,2.97,1.16,0.848117213,1,+,2113053,2113250,65,-,hypothetical protein
LIC12256,3.44,6.44,0.53,0.785515634,1,-,2722188,2722847,219,-,membrane metalloendopeptidase
LIC12372,3.44,3.79,0.91,0.995433552,1,-,2873930,2874586,218,-,ankyrin
LIC12753,3.44,10.67,0.32,0.305001322,1,-,3351116,3351556,146,-,hypothetical protein
LIC10164,3.42,7.48,0.46,0.528935878,1,-,195938,196135,65,-,hypothetical protein
LIC11260,3.41,8.09,0.42,0.48322805,1,+,1556516,1557028,170,mreD,hypothetical protein
LIC11645,3.39,2.97,1.14,0.8960178,1,-,2011883,2012182,99,-,hypothetical protein
LIC11797,3.39,3.13,1.08,0.953945329,1,+,2190507,2190806,99,-,hypothetical protein
LIC11830,3.39,2.43,1.40,0.837615719,1,+,2225611,2226054,147,-,hypothetical protein
LIC12288,3.39,4.80,0.71,0.963073865,1,+,2760363,2760686,107,-,lipoprotein
LIC10706,3.38,6.53,0.52,0.502283216,1,+,852379,852915,178,-,hypothetical protein
LIC11099,3.37,5.14,0.66,0.836046171,1,-,1355515,1356066,183,-,hypothetical protein
LIC11100,3.37,3.87,0.87,0.956051834,1,+,1357320,1357508,62,-,hypothetical protein
LIC10882,3.37,4.18,0.81,0.996409467,1,+,1066668,1067723,351,-,hypothetical protein
LIC11744,3.37,2.51,1.34,0.73119565,1,+,2130007,2130285,92,-,hypothetical protein
LIC10477,3.36,4.78,0.70,0.634349695,1,+,550946,551551,201,-,hypothetical protein
LIC12522,3.35,4.43,0.76,0.959432864,1,-,3056247,3056912,221,-,hypothetical protein
LIC12633,3.35,7.87,0.43,0.562147754,1,-,3188787,3189812,341,-,hypothetical protein
LIC11042,3.34,1.33,2.52,0.469060064,1,-,1282369,1282917,182,-,hypothetical protein
LIC10319,3.33,0.00,,0.057385734,1,-,364047,364235,62,-,hypothetical protein
LIC10954,3.33,0.84,3.98,0.493411339,1,+,1151204,1151587,127,-,hypothetical protein
LIC10560,3.30,8.41,0.39,0.38198611,1,+,685057,685320,87,-,hypothetical protein
LIC12021,3.30,5.56,0.59,0.97193278,1,+,2436799,2437329,176,-,hypothetical protein
LIC10956,3.28,1.87,1.75,0.634349695,1,+,1153886,1154125,79,-,hypothetical protein
LIC10379,3.26,3.61,0.90,1,1,+,429398,429910,170,-,hypothetical protein
LIC11282,3.26,1.87,1.74,0.804293288,1,+,1582600,1583118,172,-,hypothetical protein
LIC20152,3.26,11.90,0.27,0.084949696,2,-,185295,185996,233,-,hypothetical protein
LIC10979,3.23,1.89,1.71,0.698374989,1,-,1186051,1186350,99,-,hypothetical protein
LIC11762,3.21,1.90,1.69,0.567261923,1,-,2154719,2155102,127,-,hypothetical protein
LIC10644,3.17,1.51,2.10,0.775608226,1,-,786949,787473,174,-,RNA polymerase ECF-type sigma factor
LIC11018,3.17,5.90,0.54,0.699500096,1,+,1243849,1244667,272,pio75,sterol desaturase
LIC10179,3.16,21.53,0.15,0.005268041,1,+,208015,208560,181,-,hypothetical protein
LIC10827,3.15,4.82,0.65,0.832321781,1,+,1005052,1005903,283,-,hypothetical protein
LIC10896,3.15,6.49,0.48,0.627594134,1,-,1078721,1081378,885,fecA,TonB-dependent outer membrane receptor
LIC10312,3.14,2.16,1.45,0.826940818,1,+,355898,356158,86,-,hypothetical protein
LIC20256,3.10,7.20,0.43,0.528935878,2,-,322936,323346,136,phs,pterin-4-alpha-carbinolamine dehydratase
LIC12906,3.08,1.60,1.93,0.900998715,1,-,3527534,3528256,240,-,lipoprotein
LIC13120,3.08,1.99,1.55,0.974886803,1,+,3818128,3819795,555,-,diguanylate phosphodiesterase
LIC13319,3.07,6.59,0.47,0.87565391,1,+,4068133,4069356,407,-,hypothetical protein
LIC10308,3.06,2.59,1.18,1,1,+,348837,349532,231,-,hypothetical protein
LIC13013,3.04,1.06,2.87,0.869930437,1,-,3668834,3669022,62,-,hypothetical protein
LIC11828,3.03,3.22,0.94,0.991660653,1,-,2225381,2225469,89,tRNA-Leu-TAA,Leu tRNA
LIC11925,3.03,4.25,0.71,0.959432864,1,-,2327498,2328172,224,-,hypothetical protein
LIC11933,3.03,4.30,0.70,0.959432864,1,+,2335678,2336079,133,-,hypothetical protein
LIC10313,3.01,5.23,0.57,0.692861894,1,+,356592,356969,125,-,hypothetical protein
LIC12903,3.01,6.71,0.45,0.502283216,1,+,3521950,3524247,765,-,hypothetical protein
LIC10889,2.99,1.04,2.88,0.56833973,1,-,1073955,1074545,196,tonB,TonB
LIC11191,2.99,1.64,1.82,0.719164003,1,+,1467284,1467580,98,-,transcriptional regulator
LIC11722,2.99,4.01,0.74,0.956051834,1,+,2098067,2098585,172,-,hypothetical protein
LIC10554,2.97,7.76,0.38,0.205127895,1,-,678930,679424,164,-,hypothetical protein
LIC12219,2.97,1.55,1.91,0.901498876,1,+,2677754,2678287,177,-,hypothetical protein
LIC12902,2.94,5.44,0.54,0.788008073,1,+,3520640,3521752,370,-,hypothetical protein
LIC10924,2.93,3.27,0.90,0.862480281,1,-,1109497,1109703,68,-,hypothetical protein
LIC20053,2.93,4.93,0.59,0.997490807,2,+,55114,55788,224,-,hypothetical protein
LIC12480,2.92,0.54,5.43,0.206772744,1,-,3005142,3005546,134,-,hypothetical protein
